Acronyme PEPR,Acronyme projet,Acronyme unité,Type_Data,Source de l'information,Code RNSR,Type structure,Libellé structure,Sigle structure,Lien établissement,Adresse,Latitude,Longitude,Mail,Domaines scientifiques,Discipline ERC,Responsable
FairCarboN,CarboNium,M2C,Labo,email Laure GANDOIS 17/06/2024 annexe financière,200012210B,Unité mixte,Morphodynamique Continentale et Côitère,M2C,"CAEN-tutelle (UMR 6143),
CNRS-tutelle (UMR 6143),
ROUEN-tutelle (UMR 6143)","24, Rue des tilleuls
Université de Caen (Campus 1)
14000 Caen cedex",49.1922983,-0.3668482,laurent.dezileau@unicaen.fr,"10-Sciences agronomiques et écologiques                                                                3-Sciences de la terre et de l'univers, espace                                                        8-Sciences pour l'ingénieur","LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","M. Laurent DEZILEAU (Directeur),
M. Dominique MOUAZE (Directeur Adjoint),
M. Dominique MOUAZE (Directeur Adjoint)"
FairCarboN,CarboNium,METIS,Labo,email Laure GANDOIS 17/06/2024 annexe financière,199712664H,Unité mixte,"Milieux Environnementaux, Transferts et Interactions dans les hydrosystèmes et les Sols",METIS,"EPHE PARIS-tutelle (UMR 7619),
CNRS-tutelle (UMR 7619),
SORBONNE UNIV.-tutelle (UMR 7619),
PSL-tutelle (UMR 7619)",4 place Jussieu 75252 PARIS CEDEX 05,48.8448,2.3471,metis@listes.upmc.fr,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","Mme Sylvie DERENNE (DIR-ADJ),
M. Jean-Marie MOUCHEL (DIR),
M. Faycal REJIBA (DIR-ADJ)"
FairCarboN,CarboNium,Riverly,Labo,email Laure GANDOIS 17/06/2024 annexe financière,201822687L,Unité propre,Fonctionnement des hydrosystèmes,RiverLy,INRAE-tutelle (UR 1469),5 rue de la Doua - CS 20244,45.779099,4.8752063,,10-Sciences agronomiques et écologiques,"SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies","Mme Cécile MIEGE (Directrice adjointe),
M. Nicolas LAMOUROUX (Directeur),
Mme Cécile MIEGE (Directrice adjointe),
M. Stéphane PESCE (Directeur adjoint),
M. Nicolas LAMOUROUX (Directeur)"
FairCarboN,CrosyeN,AGIR,Labo,email Loïse SERRA ANR 12/06/2024,200317643U,Unité mixte,"AGroécologie, Innovations, teRritoires",AGIR,"INP TOULOUSE-tutelle (UMR_A 1248),
INRAE-tutelle (UMR 1248)",69625 Villeurbanne Cedex,43.5274577,1.4982686,,7-Sciences de la société                                                                              10-Sciences agronomiques et écologiques                                                                6-Sciences humaines et humanités,,
FairCarboN,CrosyeN,Agroécologie,Labo,email Loïse SERRA ANR 12/06/2024,201220381F,Unité mixte,AGROECOLOGIE - UMR 1347,,"DIJON-tutelle (UMR 1347),
UBFC-tutelle (UMR 1347),
INRAE-tutelle (UMR 1347),
Institut Agro-tutelle (UMR 1347)","INRAE, Centre de Dijon,  17 rue Sully, BP 86510 – 21065 DIJON Cédex",47.3172077,5.0693536,,"10-Sciences agronomiques et écologiques                                                                5-Biologie, médecine et santé                                                                         3-Sciences de la terre et de l'univers, espace","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","M. Sylvain JEANDROZ (Directeur Adjoint),
M. Fabrice MARTIN LAURENT (Directeur),
Mme Marie-Claude LEMOINE (Directrice Adjointe),
M. Laurent PHILIPPOT (Directeur Adjoint),
M. Adam VANBERGEN (Directeur Adjoint)"
FairCarboN,CrosyeN,Aïda,Labo,email Loïse SERRA ANR 12/06/2024,201421281A,Unité propre,Agro-écologie et Intensification Durable des cultures Annuelles,AIDA,CIRAD-tutelle (UPR 115),,43.64494300143383,3.869559219046218,diraida@cirad.fr,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","M. Gerardeaux EDWARD (Directeur adjoint),
M. Krishna NAUDIN (Directeur)"
FairCarboN,CrosyeN,BioEcoAgro,Labo,email Loïse SERRA ANR 12/06/2024,202023591K,Unité mixte,UMR 1158 - BioEcoAgro - UMR Transfrontalière BioEcoAgro,,"INRAE-tutelle (UMR 1158),
ARTOIS-participant ( ),
LILLE-tutelle (UMR 1158),
JUNIA-tutelle ( ),
AMIENS-tutelle (UMR 1158),
LITTORAL-participant ( )",INRAE - LAON - Pôle du Griffon - 180 RUE Pierre-Gilles de Gennes - 02000 BARENTON BUGNY,49.6100251,3.6639052,,10-Sciences agronomiques et écologiques                                                                8-Sciences pour l'ingénieur,"LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE8-Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling",
FairCarboN,CrosyeN,Eco&Sols,Labo,email Loïse SERRA ANR 12/06/2024,199917859W,Unité mixte,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,"CIRAD-tutelle (UMR 111),
Institut Agro-tutelle ( ),
INRAE-tutelle (UMR 1222),
IRD-tutelle (UMR 210)",Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,eco-sols@ird.fr,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards",
FairCarboN,CrosyeN,AGAP,Labo,email Loïse SERRA ANR 12/06/2024,201119637B,Unité mixte,Institut Amélioration Génétique et Adaptation des Plantes méditerranéennes et Tropicales,AGAP,"CIRAD-tutelle (UMR 108),
INRAE-tutelle (UMR 1334),
MONTPELLIER-tutelle ( ),
INRIA-participant ( ),
Institut Agro-tutelle ( )",03 - Avenue Agropolis - 34398 Montpellier Cedex 5 France,43.6394783,3.8734664,diragap@cirad.fr,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","M. Manuel RUIZ (Directeur adjoint),
Mme Claire BILLOT (Directrice),
M. Gilbert TROUCHE (Directeur adjoint)"
FairCarboN,CrosyeN,iEES,Labo,email Loïse SERRA ANR 12/06/2024,200517555P,Unité mixte,Institut d'écologie et des sciences de l'environnement de Paris,iEES,"UPEC-tutelle (UMR 7618),
CNRS-tutelle (UMR 7618),
IRD-tutelle (UMR 242),
INRAE-tutelle (UMR 1392),
SORBONNE UNIV.-tutelle (UM 113),
U PARIS Cité-participant (UMR 7618)",4 Place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773,martine.maibeche@sorbonne-universite.fr,"3-Sciences de la terre et de l'univers, espace                                                        4-Chimie                                                                                              10-Sciences agronomiques et écologiques","LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling",
FairCarboN,DEEP-C,CARRTEL,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,196417921R,Unité mixte,Centre Alpin de Recherche sur les Réseaux Trophiques des Ecosystèmes Limniques,CARRTEL,"INRAE-tutelle (UMR 0042),
CHAMBERY-participant (UMR_A 42)",75 avenue de Corzent - 74203 THONON LES BAINS cedex,46.3671765,6.4564939,,10-Sciences agronomiques et écologiques,,"M. Jean-Christophe CLEMENT (Directeur adjoint),
Mme Isabelle DOMAIZON (Directrice)"
FairCarboN,DEEP-C,Chrono-environnement,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,200812285Y,Unité mixte,CHRONO-ENVIRONNEMENT - UMR6249,CHRONO,"UBFC-tutelle (UMR 6249),
MIN.CULT-participant ( ),
BESANCON-tutelle (UMR 6249),
CNRS-tutelle (UMR 6249),
INRAP-participant (UMR 6249)","16, Route de Gray_x000D_
25030 Besançon cedex",47.2451863,5.9839192,umrchronoenv@univ-fcomte.fr,,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
SH6-The Study of the Human Past : Archaeology and history",
FairCarboN,DEEP-C,ECOSYS,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,201521783S,Unité mixte,Ecologie fonctionnelle et écotoxicologie des agroécosystèmes,ECOSYS,"AGROPARISTECH-tutelle (UMR 1402),
INRAE-tutelle (UMR 1402),
U PARIS-SACLAY-tutelle ( )",Campus Agro Paris-Saclay - 22 place de l'Agronomie - 91120 PALAISEAU,48.7140958,2.1959595,umr-ecosys@inrae.fr,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","M. Erwan PERSONNE (Directeur adjoint),
M. Cyril GIRARDIN (Directeur adjoint),
Mme Sylvie LA MANTIA (Directrice adjointe),
M. Pierre BENOIT (Directeur)"
FairCarboN,DEEP-C,EDYTEM,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,200511874P,Unité mixte,"ENVIRONNEMENTS, DYNAMIQUES ET TERRITOIRES DE LA MONTAGNE",EDYTEM,"CHAMBERY-tutelle (UMR 5204),
MIN.CULT-participant ( ),
CNRS-tutelle (UMR 5204)","5, bd de la mer Caspienne - F-73376 Le Bourget du Lac cedex",45.6402904,5.8725419,Administration.Edytem@univ-smb.fr,,"SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies",
FairCarboN,DEEP-C,GEODE,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,199512032E,Unité mixte,GEOGRAPHIE DE L'ENVIRONNEMENT,GEODE,"INU CHAMPOLLION-participant ( ),
TOULOUSE 2-tutelle (UMR 5602),
CNRS-tutelle (UMR 5602)","5, allées Antonio Machado
Toulouse cedex 9",43.57804107666016,1.4052337408065796,geode@univ-tlse2.fr,6-Sciences humaines et humanités,,"M. Samuel CHALLEAT (Directeur adjoint),
Mme Florence MAZIER (Directrice adjointe)"
FairCarboN,DEEP-C,IPGP,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,200512539M,Unité mixte,UMR-Institut de physique du globe de Paris,UMR-IPGP,"CNRS-tutelle (UMR 7154),
IPG PARIS-tutelle (UMR 7154),
LA REUNION-participant (UMR 7154),
U PARIS Cité-tutelle (UMR 7154)","1 rue Jussieu 75238 Paris, France",48.84601593017578,2.355226516723633,chaussidon@ipgp.fr,"3-Sciences de la terre et de l'univers, espace                                                        2-Physique","PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","M. Marc BENEDETTI (DIR-ADJ),
M. Marc CHAUSSIDON (DIR),
M. François METIVIER (DIR-ADJ)"
FairCarboN,DEEP-C,ISEM,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,199511995P,Unité mixte,Institut des Sciences de l'Evolution de Montpellier,ISEM,"CNRS-tutelle (UMR 5554),
PSL-tutelle (UMR 5554),
INRAP-participant (UMR 5554),
MONTPELLIER-tutelle (UMR 5554),
IRD-tutelle (UMR 226),
EPHE PARIS-tutelle (UMR 5554),
CIRAD-tutelle ( )","Université de Montpellier Campus Triolet 1 Place Eugène Bataillon 34090 Montpellier, France",43.63222885131836,3.8642640113830566,,"7-Sciences de la société                                                                              5-Biologie, médecine et santé                                                                         9-Sciences et technologies de l'information et de la communication                                    3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques","SH6-The Study of the Human Past : Archaeology and history,
PE6-Computer science and informatics : informatics and information systems, computer science, scientific computing, intelligent systems,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","Mme Carole SMADJA (Directrice adjointe),
M. Nicolas GALTIER (Directeur),
M. Pierre-Olivier ANTOINE (DIR-ADJ)"
FairCarboN,DEEP-C,ISTO,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,201220213Y,Unité mixte,Institut des sciences de la Terre d'Orléans,ISTO,"BRGM-tutelle (UMR 7327),
CNRS-tutelle (UMR 7327),
ORLEANS-tutelle (UMR 7327)","OSUC, 1A Rue de la Ferollerie, 45071 La Course, France",47.8338099,1.9430417,dir-isto@cnrs-orleans.fr,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data",M. Mohamed AZAROUAL (DIR-ADJ)
FairCarboN,DEEP-C,LEHNA,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,199911718W,Unité mixte,LABORATOIRE D'ECOLOGIE DES HYDROSYSTEMES NATURELS ANTHROPISES,LEHNA,"INRAE-participant (USC 1369),
ENTPE LYON-tutelle (UMR 5023),
CNRS-tutelle (UMR 5023),
LYON 1-tutelle (UMR 5023)",43 blvd du 11 Novembre 1918-69622-VILLEURBANNE CEDEX,45.77894592285156,4.866977691650391,,10-Sciences agronomiques et écologiques,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","Mme Nathalie MONDY (Directrice),
M. Gilles ESCARGUEL (DIR-ADJ)"
FairCarboN,DEEP-C,SAS,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,199917982E,Unité mixte,Sol  Agro et hydrosystème Spatialisation,SAS,"INRAE-tutelle (UMR 1069),
Institut Agro-tutelle ( )","65 rue de Saint-Brieuc

CS 84215

35042 Rennes",48.1132164,-1.7077569,,10-Sciences agronomiques et écologiques,,"M. Christian WALTER (Directeur),
M. Joel AUBIN (Directeur adjoint),
Mme Virginie PARNAUDEAU (Directrice adjointe)"
FairCarboN,CarboNium,LEFE,Labo,email Laure GANDOIS 17/06/2024 annexe financière,200711910V,Unité mixte,Laboratoire Ecologie Fonctionnelle et Environnement,LEFE,,118 route de Narbonne - 31062 TOULOUSE CEDEX 9,43.5616165,1.4629966,,,,
FairCarboN,Drought for C,BEF,Labo,email Loïse SERRA ANR 12/06/2024,200117918B,Unité propre,Biogéochimie des Ecosystèmes Forestiers,BEF,INRAE-tutelle (UR 1138),INRAE Champenoux - Rue d'Amance - 54280 CHAMPENOUX,48.744439,6.348987,,10-Sciences agronomiques et écologiques,,"M. Bernhard ZELLER (Directeur),
M. Arnaud LEGOUT (Directeur adjoint)"
FairCarboN,Drought for C,CEFE,Labo,email Loïse SERRA ANR 12/06/2024,200311847U,Unité mixte,Centre d'Ecologie Fonctionnelle et Evolutive,CEFE,"MONTPELLIER 3-tutelle (UMR 5175),
INRAE-participant (USC 1338),
Institut Agro-tutelle ( ),
MONTPELLIER-tutelle (UMR 5175),
EPHE PARIS-tutelle (UMR 5175),
IRD-tutelle (UMR 251),
CNRS-tutelle (UMR 5175)",1919 Route de Mende 34293 Montpellier cedex 5 France,43.6384009,3.8648506,direction@cefe.cnrs.fr,"3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques                                                                6-Sciences humaines et humanités","LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","M. Thibaud DECAENS (Directeur adjoint),
Mme Marie-Laure NAVAS (Directrice)"
FairCarboN,Drought for C,Eco&Sols,Labo,email Loïse SERRA ANR 12/06/2024,199917859W,Unité mixte,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,"CIRAD-tutelle (UMR 111),
Institut Agro-tutelle ( ),
INRAE-tutelle (UMR 1222),
IRD-tutelle (UMR 210)",Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,eco-sols@ird.fr,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards",
FairCarboN,Drought for C,ESE,Labo,email Loïse SERRA ANR 12/06/2024,200212739T,Unité mixte,"Ecologie, systématique et évolution",ESE,"AGROPARISTECH-tutelle (UMR 8079),
CNRS-tutelle (UMR 8079),
U PARIS-SACLAY-tutelle ( )","12, route 128
Université Paris Saclay
91190 Gif sur Yvette",48.71051406860352,2.1532793045043945,direction.ese@universite-paris-saclay.fr,,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","M. Bruno COLAS (DIR-ADJ),
Mme Nathalie FRASCARIA-LACOSTE (DIR),
M. Stéphane BAZOT (DIR-ADJ)"
FairCarboN,Drought for C,IMBE,Labo,email Loïse SERRA ANR 12/06/2024,201220339K,Unité mixte,Institut méditerranéen de biodiversité et d'écologie marine et continentale,IMBE,"AU-tutelle (UMR 7263),
CNRS-tutelle (UMR 7263),
IRD-tutelle (UMR_D 237),
AIX-MARSEILLE-tutelle (UMR 7263)","Av. Escadrille Normandie Niémen
F-13 397 Marseille",43.3310413,5.4101274,direction@imbe.fr,"5-Biologie, médecine et santé                                                                         10-Sciences agronomiques et écologiques","LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","Mme Brigitte TALON (Dir Adj),
M. Armin BISCHOFF (Dir Adj),
M. Emmanuel CORCKET (Directeur),
Mme Anne BOUSQUET MELOU (Dir Adj),
Mme Carole BORCHIELLINI (Dir Adj)"
FairCarboN,Drought for C,ISPA,Labo,email Loïse SERRA ANR 12/06/2024,201421781U,Unité mixte,Interaction Sol Plante Atmosphère,ISPA,"INRAE-tutelle (UMR 1391),
BORDEAUX SCIENCES AGRO-tutelle ( )","1 cours du Gal De Gaulle - CS 40201
33175 Gradignan",44.77327,-0.5442,,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","Mme Pauline DEFOSSEZ (Directrice adjointe),
M. Alain MOLLIER (Directeur)"
FairCarboN,Drought for C,RECOVER,Labo,email Loïse SERRA ANR 12/06/2024,201521789Y,Unité propre,Risques Ecosystèmes Vulnérabilité Environnement Résilience,RECOVER,"INRAE-tutelle (UMR 1467),
AIX-MARSEILLE-tutelle (UMR 1467)",3275 Route de Cézanne 13182 Aix-en-Provence,43.540925,5.445712,,,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","Mme Marielle JAPPIOT (Directrice),
M. Pierre PHILIPPE (Directeur adjoint),
M. Martin DAUFRESNE (Directeur adjoint)"
FairCarboN,Drought for C,Silva,Labo,email Loïse SERRA ANR 12/06/2024,201822750E,Unité mixte,Silva,SILVA,"LORRAINE-tutelle (UMR_A 1434),
AGROPARISTECH-tutelle ( ),
INRAE-tutelle (UMR 1434)","Rue d'Amance
54280 Champenoux",48.744439,6.348987,jean-claude.gegout@univ-lorraine.fr,"3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques                                                                5-Biologie, médecine et santé","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling","M. Cyrille RATHGEBER (DIR-ADJ),
Mme Marie-Noëlle VAULTIER (DIR-ADJ),
M. Jean-Claude GEGOUT (DIR)"
FairCarboN,Drought for C,URFM,Labo,email Loïse SERRA ANR 12/06/2024,196817912N,Unité propre,Ecologie des Forêts Méditerranéennes,URFM,INRAE-tutelle (UR 0629),228  route de l'Aérodrome CS40509-84914-Avignon,43.917101,4.883472,,10-Sciences agronomiques et écologiques,,"M. Jean-Luc DUPUY (Directeur),
Mme Caroline SCOTTI-SAINTAGNE (Directrice adjointe)"
FairCarboN,PEACE,CEREEP - Ecotron Ile de France,Labo,Liste dans email Perrine - Liudmila Shirokova RST 14/06/2024,200810875R,Unité mixte,Centre de recherche en écologie expérimentale et prédictive - Ecotron Ile de France,CEREEP,"CNRS-tutelle (UAR 3194),
ENS PARIS-tutelle (UMS 3194),
PSL-tutelle (UMS 3194)",78 Rue du Chateau 77140 ST PIERRE LES NEMOURS,48.2891528,2.6794922,cereep@biologie.ens.fr,"1-Mathématiques et leurs interactions                                                                 10-Sciences agronomiques et écologiques                                                                5-Biologie, médecine et santé                                                                         9-Sciences et technologies de l'information et de la communication",,"M. Gerard LACROIX (DIR-ADJ),
M. Jean-françois LE GALLIARD (DIR)"
FairCarboN,PEACE,CNRM,Labo,Liste dans email Perrine - Liudmila Shirokova RST 14/06/2024,201320566C,Unité mixte,Centre national de recherches météorologiques,CNRM,"CNRS-tutelle (UMR 3589),
METEO-tutelle (UMR 3589)",AVENUE GASPARD CORIOLIS 31057 TOULOUSE CEDEX 1,43.5775774,1.3753268,cnrm_direction@meteo.fr,"3-Sciences de la terre et de l'univers, espace",,"Mme Nadia FOURRIE (DIR-ADJ),
M. Samuel MORIN (DIR),
M. Richard VINCENDEAU (Adjoint d'exploitation)"
FairCarboN,PEACE,CRBE,Labo,Liste dans email Perrine - Liudmila Shirokova RST 14/06/2024,202424488T,Unité mixte,Centre de Recherche sur la Biodiversité et l'Environnement,CRBE,"IRD-tutelle ( ),
INP TOULOUSE-tutelle ( ),
CNRS-tutelle (UMR 5300),
TOULOUSE 3-tutelle (UMR 5300)","UNIV TOULOUSE PAUL SABATIER, Bâtiment 4R1, 118 route de Narbonne 31062 TOULOUSE CEDEX 9",43.5619586,1.4699399,,10-Sciences agronomiques et écologiques,,"M. Jérôme CHAVE (DIR-ADJ),
M. Régis CEREGHINO (DIR),
Mme Alexandra MAGRO (DIR-ADJ),
M. Thierry OBERDORFF (DIR-ADJ),
Mme Maritxu GUIRESSE (DIR-ADJ)"
