name,id,parent,path
WP3,99320,99220,Recherche Data Gouv/Data INRAE/PEGASE/PROHEALTH/WP3
E789,99322,99320,Recherche Data Gouv/Data INRAE/PEGASE/PROHEALTH/WP3/E789
Data paper 'forced physical activity feed and efficiency lines',123087,99320,Recherche Data Gouv/Data INRAE/PEGASE/PROHEALTH/WP3/Data paper 'forced physical activity feed and efficiency lines'
WP2,99321,99220,Recherche Data Gouv/Data INRAE/PEGASE/PROHEALTH/WP2
Select SNP for Imputation,104343,98963,Recherche Data Gouv/Data INRAE/PEGASE/Select SNP for Imputation
MFGsize,106338,98963,Recherche Data Gouv/Data INRAE/PEGASE/MFGsize
Duck Liver RNA Sequencing ,106489,98963,Recherche Data Gouv/Data INRAE/PEGASE/Duck Liver RNA Sequencing 
The cost of nitrogen excretion in mammals and birds,106729,98963,Recherche Data Gouv/Data INRAE/PEGASE/The cost of nitrogen excretion in mammals and birds
Emigraze,106776,98963,Recherche Data Gouv/Data INRAE/PEGASE/Emigraze
ECOAE,107849,98963,Recherche Data Gouv/Data INRAE/PEGASE/ECOAE
Thesis_Monteiro,109889,98963,Recherche Data Gouv/Data INRAE/PEGASE/Thesis_Monteiro
Etude_PrairiesN,120188,98963,Recherche Data Gouv/Data INRAE/PEGASE/Etude_PrairiesN
GenTORE_WP6,120189,98963,Recherche Data Gouv/Data INRAE/PEGASE/GenTORE_WP6
Evolution of thermal comfort of dairy cows in metropolitan France under climate change,123909,120189,Recherche Data Gouv/Data INRAE/PEGASE/GenTORE_WP6/Evolution of thermal comfort of dairy cows in metropolitan France under climate change
POWER,122956,98963,Recherche Data Gouv/Data INRAE/PEGASE/POWER
Thesis_Eugenio,141173,98963,Recherche Data Gouv/Data INRAE/PEGASE/Thesis_Eugenio
Effect of temperature in lactating sows,142266,98963,Recherche Data Gouv/Data INRAE/PEGASE/Effect of temperature in lactating sows
IGF1,142511,98963,Recherche Data Gouv/Data INRAE/PEGASE/IGF1
Données expérimentales P20-005,148857,98963,Recherche Data Gouv/Data INRAE/PEGASE/Données expérimentales P20-005
Thesis_Xavier_Caroline,150064,98963,Recherche Data Gouv/Data INRAE/PEGASE/Thesis_Xavier_Caroline
Lipomec,150670,98963,Recherche Data Gouv/Data INRAE/PEGASE/Lipomec
Milking interval and milk lipolysis,192135,150670,Recherche Data Gouv/Data INRAE/PEGASE/Lipomec/Milking interval and milk lipolysis
EchoGrasPoule,157472,98963,Recherche Data Gouv/Data INRAE/PEGASE/EchoGrasPoule
Thesis_Mescouto_Lopes,161341,98963,Recherche Data Gouv/Data INRAE/PEGASE/Thesis_Mescouto_Lopes
GrASTech,163070,98963,Recherche Data Gouv/Data INRAE/PEGASE/GrASTech
BIOMULTI,163088,98963,Recherche Data Gouv/Data INRAE/PEGASE/BIOMULTI
WAIT4,174175,98963,Recherche Data Gouv/Data INRAE/PEGASE/WAIT4
IEPL,174198,98963,Recherche Data Gouv/Data INRAE/PEGASE/IEPL
FRIENDSHIP,175487,98963,Recherche Data Gouv/Data INRAE/PEGASE/FRIENDSHIP
RECUIZ : Optimization of Cu & Zn recycling from animal feeding to the soil in pig production,176453,98963,Recherche Data Gouv/Data INRAE/PEGASE/RECUIZ : Optimization of Cu & Zn recycling from animal feeding to the soil in pig production
Meta-reactions ,184078,98963,Recherche Data Gouv/Data INRAE/PEGASE/Meta-reactions 
PPILOW,192825,98963,Recherche Data Gouv/Data INRAE/PEGASE/PPILOW
WP4,192826,192825,Recherche Data Gouv/Data INRAE/PEGASE/PPILOW/WP4
Thesis_Jahoui_Anissa,209332,98963,Recherche Data Gouv/Data INRAE/PEGASE/Thesis_Jahoui_Anissa
Varabreuv,380881,98963,Recherche Data Gouv/Data INRAE/PEGASE/Varabreuv
PigWeb Glucose Sensing ,635457,98963,Recherche Data Gouv/Data INRAE/PEGASE/PigWeb Glucose Sensing 
UMR G-EAU,99318,123960,Recherche Data Gouv/Data INRAE/UMR G-EAU
GHOSTE,120055,99318,Recherche Data Gouv/Data INRAE/UMR G-EAU/GHOSTE
so-ii,123119,99318,Recherche Data Gouv/Data INRAE/UMR G-EAU/so-ii
Eau et Agriculture au domaine du Merle,129000,99318,Recherche Data Gouv/Data INRAE/UMR G-EAU/Eau et Agriculture au domaine du Merle
"Talanoa-Water : le lab ""Audois""",166188,99318,"Recherche Data Gouv/Data INRAE/UMR G-EAU/Talanoa-Water : le lab ""Audois"""
PRECOS,185990,99318,Recherche Data Gouv/Data INRAE/UMR G-EAU/PRECOS
PRESTI,186450,99318,Recherche Data Gouv/Data INRAE/UMR G-EAU/PRESTI
floodam,192053,99318,Recherche Data Gouv/Data INRAE/UMR G-EAU/floodam
XYLODENSMAP Dataverse,100888,123960,Recherche Data Gouv/Data INRAE/XYLODENSMAP Dataverse
Dataverse ETTIS,100949,123960,Recherche Data Gouv/Data INRAE/Dataverse ETTIS
Elsa,100950,123960,Recherche Data Gouv/Data INRAE/Elsa
ELDAM,100964,100950,Recherche Data Gouv/Data INRAE/Elsa/ELDAM
projet_ANR_URBALIM_2021_2024,148758,100950,Recherche Data Gouv/Data INRAE/Elsa/projet_ANR_URBALIM_2021_2024
Fisheries,179077,100950,Recherche Data Gouv/Data INRAE/Elsa/Fisheries
NAIAD_H2020,104101,123960,Recherche Data Gouv/Data INRAE/NAIAD_H2020
NuMeCan,104443,123960,Recherche Data Gouv/Data INRAE/NuMeCan
BEING,104444,104443,Recherche Data Gouv/Data INRAE/NuMeCan/BEING
NumEtude,107154,104443,Recherche Data Gouv/Data INRAE/NuMeCan/NumEtude
Microprung,114192,104443,Recherche Data Gouv/Data INRAE/NuMeCan/Microprung
Biotabrain,120801,104443,Recherche Data Gouv/Data INRAE/NuMeCan/Biotabrain
DNA extraction kit comparison,142392,104443,Recherche Data Gouv/Data INRAE/NuMeCan/DNA extraction kit comparison
Hed-O-Shift,142672,104443,Recherche Data Gouv/Data INRAE/NuMeCan/Hed-O-Shift
Hed-O-Shift Animal,147577,142672,Recherche Data Gouv/Data INRAE/NuMeCan/Hed-O-Shift/Hed-O-Shift Animal
Hed-O-Shift Human,147578,142672,Recherche Data Gouv/Data INRAE/NuMeCan/Hed-O-Shift/Hed-O-Shift Human
ACUPIG,142947,104443,Recherche Data Gouv/Data INRAE/NuMeCan/ACUPIG
TRYPTIF,146134,104443,Recherche Data Gouv/Data INRAE/NuMeCan/TRYPTIF
CEMOV,147473,104443,Recherche Data Gouv/Data INRAE/NuMeCan/CEMOV
Gut microbiota and Crohn’s disease,148202,104443,Recherche Data Gouv/Data INRAE/NuMeCan/Gut microbiota and Crohn’s disease
Mitobese,150930,104443,Recherche Data Gouv/Data INRAE/NuMeCan/Mitobese
PHODE-21,154292,104443,Recherche Data Gouv/Data INRAE/NuMeCan/PHODE-21
Modèles DeepLearning comportement,286880,104443,Recherche Data Gouv/Data INRAE/NuMeCan/Modèles DeepLearning comportement
MILAM,538721,104443,Recherche Data Gouv/Data INRAE/NuMeCan/MILAM
FooSIN Dataverse,106140,123960,Recherche Data Gouv/Data INRAE/FooSIN Dataverse
"Direction de l’expertise scientifique collective, de la prospective et des études Dataverse",106217,123960,"Recherche Data Gouv/Data INRAE/Direction de l’expertise scientifique collective, de la prospective et des études Dataverse"
Etude 4pour1000 Stocker du carbone dans les sols français : quel potentiel au regard de l’objectif 4 pour 1000 et à quel coût ? Dataverse,106334,106217,"Recherche Data Gouv/Data INRAE/Direction de l’expertise scientifique collective, de la prospective et des études Dataverse/Etude 4pour1000 Stocker du carbone dans les sols français : quel potentiel au regard de l’objectif 4 pour 1000 et à quel coût ? Dataverse"
"Analyse des 44 opérations d'expertise scientifique collective, d'étude et de prospective conduites à l'INRA de 2000 à 2020 Dataverse",106503,106217,"Recherche Data Gouv/Data INRAE/Direction de l’expertise scientifique collective, de la prospective et des études Dataverse/Analyse des 44 opérations d'expertise scientifique collective, d'étude et de prospective conduites à l'INRA de 2000 à 2020 Dataverse"
Opérations relatives aux scénarios de systèmes alimentaires à des échelles régionales ou mondiales Dataverse,107177,106217,"Recherche Data Gouv/Data INRAE/Direction de l’expertise scientifique collective, de la prospective et des études Dataverse/Opérations relatives aux scénarios de systèmes alimentaires à des échelles régionales ou mondiales Dataverse"
Requêtes bibliographiques ,198327,106217,"Recherche Data Gouv/Data INRAE/Direction de l’expertise scientifique collective, de la prospective et des études Dataverse/Requêtes bibliographiques "
FAIRCHAIN,109433,123960,Recherche Data Gouv/Data INRAE/FAIRCHAIN
Work Package 1,115864,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 1
Work Package 2,115865,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 2
Stéphanie-Marie Deutsch Collection,184121,115865,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 2/Stéphanie-Marie Deutsch Collection
Work Package 3,115866,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 3
CS-Swi,115873,115866,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 3/CS-Swi
CS-Fra,115874,115866,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 3/CS-Fra
CS-Swe,115875,115866,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 3/CS-Swe
CS-Bel,115876,115866,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 3/CS-Bel
CS-Gre,115877,115866,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 3/CS-Gre
CS-Aut,115878,115866,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 3/CS-Aut
Work Package 4,115867,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 4
Work Package 5,115868,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 5
T5.2 - LCA,150517,115868,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 5/T5.2 - LCA
Work Package 6,115869,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 6
Work Package 7,115870,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 7
Work Package 8,115871,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Package 8
Work Packages 9 & 10,115872,109433,Recherche Data Gouv/Data INRAE/FAIRCHAIN/Work Packages 9 & 10
AgroClim Dataverse,113927,123960,Recherche Data Gouv/Data INRAE/AgroClim Dataverse
BIBS Dataverse,113933,123960,Recherche Data Gouv/Data INRAE/BIBS Dataverse
Mustard Dataverse,118207,113933,Recherche Data Gouv/Data INRAE/BIBS Dataverse/Mustard Dataverse
DVS-NMR,174684,113933,Recherche Data Gouv/Data INRAE/BIBS Dataverse/DVS-NMR
Solid State NMR,176295,113933,Recherche Data Gouv/Data INRAE/BIBS Dataverse/Solid State NMR
Reactivity during baking of model cakes,114241,123960,Recherche Data Gouv/Data INRAE/Reactivity during baking of model cakes
BioEcoAgro,115952,123960,Recherche Data Gouv/Data INRAE/BioEcoAgro
Département ACT,119999,123960,Recherche Data Gouv/Data INRAE/Département ACT
UMR Innovation,174938,119999,Recherche Data Gouv/Data INRAE/Département ACT/UMR Innovation
USC GRAPPE,120000,123960,Recherche Data Gouv/Data INRAE/USC GRAPPE
TETIS,121249,123960,Recherche Data Gouv/Data INRAE/TETIS
THISME,142627,121249,Recherche Data Gouv/Data INRAE/TETIS/THISME
Projet FederActeur,142628,121249,Recherche Data Gouv/Data INRAE/TETIS/Projet FederActeur
SLIM,163023,121249,Recherche Data Gouv/Data INRAE/TETIS/SLIM
GEDIGeoreferencing,163089,163023,Recherche Data Gouv/Data INRAE/TETIS/SLIM/GEDIGeoreferencing
FRISBEE_CIRON,174284,121249,Recherche Data Gouv/Data INRAE/TETIS/FRISBEE_CIRON
ULM,174285,174284,Recherche Data Gouv/Data INRAE/TETIS/FRISBEE_CIRON/ULM
ULM_sites,174286,174285,Recherche Data Gouv/Data INRAE/TETIS/FRISBEE_CIRON/ULM/ULM_sites
ULM,285225,174284,Recherche Data Gouv/Data INRAE/TETIS/FRISBEE_CIRON/ULM
MaccMic,187797,121249,Recherche Data Gouv/Data INRAE/TETIS/MaccMic
BECARUN,632887,121249,Recherche Data Gouv/Data INRAE/TETIS/BECARUN
Dataverse COASTAL,121518,123960,Recherche Data Gouv/Data INRAE/Dataverse COASTAL
UR1390 - AGAP Corse,122166,123960,Recherche Data Gouv/Data INRAE/UR1390 - AGAP Corse
RIVERLY,122619,123960,Recherche Data Gouv/Data INRAE/RIVERLY
DRYvER - Drying rivers and climate change,598400,122619,Recherche Data Gouv/Data INRAE/RIVERLY/DRYvER - Drying rivers and climate change
DRYvER-WP2,598404,598400,Recherche Data Gouv/Data INRAE/RIVERLY/DRYvER - Drying rivers and climate change/DRYvER-WP2
DRYvER-WP3,598411,598400,Recherche Data Gouv/Data INRAE/RIVERLY/DRYvER - Drying rivers and climate change/DRYvER-WP3
DRYvER-WP1,598412,598400,Recherche Data Gouv/Data INRAE/RIVERLY/DRYvER - Drying rivers and climate change/DRYvER-WP1
DRYvER-WP1 Hydrological modelling catchment scale Europe,601041,598412,Recherche Data Gouv/Data INRAE/RIVERLY/DRYvER - Drying rivers and climate change/DRYvER-WP1/DRYvER-WP1 Hydrological modelling catchment scale Europe
PPR SUCSEED,122723,123960,Recherche Data Gouv/Data INRAE/PPR SUCSEED
Transcriptome,142439,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Transcriptome
Génome,142440,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Génome
Métabarcoding,142441,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Métabarcoding
Méthylome,142442,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Méthylome
Protéome,142457,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Protéome
Métabolome,142458,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Métabolome
Digital imaging,142820,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Digital imaging
Omnilog,150120,122723,Recherche Data Gouv/Data INRAE/PPR SUCSEED/Omnilog
LABERCA,123088,123960,Recherche Data Gouv/Data INRAE/LABERCA
Bioinformatics tools,123140,123088,Recherche Data Gouv/Data INRAE/LABERCA/Bioinformatics tools
SADAPT Dataverse,123454,123960,Recherche Data Gouv/Data INRAE/SADAPT Dataverse
Pierre Levasseur,127823,123454,Recherche Data Gouv/Data INRAE/SADAPT Dataverse/Pierre Levasseur
RPG Explorer,166882,123454,Recherche Data Gouv/Data INRAE/SADAPT Dataverse/RPG Explorer
UMR-STLO Dataverse,123458,123960,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse
PFL_STLO Dataverse,118243,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/PFL_STLO Dataverse
FLEGME,124097,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/FLEGME
FLEGME sourcing2,218288,124097,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/FLEGME/FLEGME sourcing2
LOCALNUTLEG,142530,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/LOCALNUTLEG
TANGO,147915,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/TANGO
IBIS,147916,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/IBIS
VEG&LAIT,202023,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/VEG&LAIT
PROLIFIC,306208,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/PROLIFIC
GALLERIA,347474,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/GALLERIA
LETSPROSEED,614120,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/LETSPROSEED
L4-PROBIOTIC,628121,123458,Recherche Data Gouv/Data INRAE/UMR-STLO Dataverse/L4-PROBIOTIC
Plateforme ESV Dataverse,123482,123960,Recherche Data Gouv/Data INRAE/Plateforme ESV Dataverse
UE Maraichage Dataverse,123534,123960,Recherche Data Gouv/Data INRAE/UE Maraichage Dataverse
CIRM - Centre International de Ressources Microbiennes,124014,123960,Recherche Data Gouv/Data INRAE/CIRM - Centre International de Ressources Microbiennes
EOSC-Pillar,124101,123960,Recherche Data Gouv/Data INRAE/EOSC-Pillar
LESSEM,140924,123960,Recherche Data Gouv/Data INRAE/LESSEM
UMR BF2I,141099,123960,Recherche Data Gouv/Data INRAE/UMR BF2I
MoSAR,141125,123960,Recherche Data Gouv/Data INRAE/MoSAR
UMR SPO,142213,123960,Recherche Data Gouv/Data INRAE/UMR SPO
Spodoptera littoralis genome mining brings insights on the dynamic of expansion of gustatory receptors in polyphagous noctuidae,142287,123960,Recherche Data Gouv/Data INRAE/Spodoptera littoralis genome mining brings insights on the dynamic of expansion of gustatory receptors in polyphagous noctuidae
Baptiste Girault,142523,123960,Recherche Data Gouv/Data INRAE/Baptiste Girault
ARABREED,142525,123960,Recherche Data Gouv/Data INRAE/ARABREED
Thèse Aurélien Estarague,142527,142525,Recherche Data Gouv/Data INRAE/ARABREED/Thèse Aurélien Estarague
GABI Dataverse,146190,123960,Recherche Data Gouv/Data INRAE/GABI Dataverse
HYPOTEMP,157713,146190,Recherche Data Gouv/Data INRAE/GABI Dataverse/HYPOTEMP
AMETHYSTE,161288,146190,Recherche Data Gouv/Data INRAE/GABI Dataverse/AMETHYSTE
These_Jourdain_Jeanlin,163115,146190,Recherche Data Gouv/Data INRAE/GABI Dataverse/These_Jourdain_Jeanlin
SpliVar,606714,146190,Recherche Data Gouv/Data INRAE/GABI Dataverse/SpliVar
Projet_Flavocontrol,631563,146190,Recherche Data Gouv/Data INRAE/GABI Dataverse/Projet_Flavocontrol
UR EFNO Ecosystèmes forestiers,148124,123960,Recherche Data Gouv/Data INRAE/UR EFNO Ecosystèmes forestiers
Institut Européen de la Forêt cultivée,148485,123960,Recherche Data Gouv/Data INRAE/Institut Européen de la Forêt cultivée
Planted Forests Reports,150466,148485,Recherche Data Gouv/Data INRAE/Institut Européen de la Forêt cultivée/Planted Forests Reports
IEFC Factsheets,299097,148485,Recherche Data Gouv/Data INRAE/Institut Européen de la Forêt cultivée/IEFC Factsheets
UMR AGIR Dataverse,148621,123960,Recherche Data Gouv/Data INRAE/UMR AGIR Dataverse
Thèse : Résilience du système cyathostomes x microbiote digestif à une perturbation,148963,123960,Recherche Data Gouv/Data INRAE/Thèse : Résilience du système cyathostomes x microbiote digestif à une perturbation
Meta-analysis of equine strongyle community structure,148967,148963,Recherche Data Gouv/Data INRAE/Thèse : Résilience du système cyathostomes x microbiote digestif à une perturbation/Meta-analysis of equine strongyle community structure
URZF (Unité de recherche Zoologie forestière),150145,123960,Recherche Data Gouv/Data INRAE/URZF (Unité de recherche Zoologie forestière)
URZF Flight mills,217959,150145,Recherche Data Gouv/Data INRAE/URZF (Unité de recherche Zoologie forestière)/URZF Flight mills
AgroBRC – RARe,151188,123960,Recherche Data Gouv/Data INRAE/AgroBRC – RARe
Plan de Gestion de Données,160813,151188,Recherche Data Gouv/Data INRAE/AgroBRC – RARe/Plan de Gestion de Données
Protocoles,160814,151188,Recherche Data Gouv/Data INRAE/AgroBRC – RARe/Protocoles
MycSA Dataverse,151201,123960,Recherche Data Gouv/Data INRAE/MycSA Dataverse
TEAMTOX,162885,151201,Recherche Data Gouv/Data INRAE/MycSA Dataverse/TEAMTOX
URP3F,153180,123960,Recherche Data Gouv/Data INRAE/URP3F
IATE research unit,161334,123960,Recherche Data Gouv/Data INRAE/IATE research unit
Platform for Processing Plant Product with Emergent Technologies,161343,161334,Recherche Data Gouv/Data INRAE/IATE research unit/Platform for Processing Plant Product with Emergent Technologies
ePoP,603012,161334,Recherche Data Gouv/Data INRAE/IATE research unit/ePoP
"AgriLoop: Pushing the frontier of circular agriculture by converting residues into novel economic, social and environmental opportunities",161447,123960,"Recherche Data Gouv/Data INRAE/AgriLoop: Pushing the frontier of circular agriculture by converting residues into novel economic, social and environmental opportunities"
AgriLoop WP1 dataverse,174218,161447,"Recherche Data Gouv/Data INRAE/AgriLoop: Pushing the frontier of circular agriculture by converting residues into novel economic, social and environmental opportunities/AgriLoop WP1 dataverse"
AgriLoop WP2 dataverse,174222,161447,"Recherche Data Gouv/Data INRAE/AgriLoop: Pushing the frontier of circular agriculture by converting residues into novel economic, social and environmental opportunities/AgriLoop WP2 dataverse"
AgriLoop WP3 dataverse,174223,161447,"Recherche Data Gouv/Data INRAE/AgriLoop: Pushing the frontier of circular agriculture by converting residues into novel economic, social and environmental opportunities/AgriLoop WP3 dataverse"
AgriLoop WP4 dataverse,174224,161447,"Recherche Data Gouv/Data INRAE/AgriLoop: Pushing the frontier of circular agriculture by converting residues into novel economic, social and environmental opportunities/AgriLoop WP4 dataverse"
AgriLoop WP5 dataverse,174225,161447,"Recherche Data Gouv/Data INRAE/AgriLoop: Pushing the frontier of circular agriculture by converting residues into novel economic, social and environmental opportunities/AgriLoop WP5 dataverse"
UE PEIMA - Pisciculture Expérimentale INRAE des Monts d'Arrées,161451,123960,Recherche Data Gouv/Data INRAE/UE PEIMA - Pisciculture Expérimentale INRAE des Monts d'Arrées
UMR Agroécologie,161851,123960,Recherche Data Gouv/Data INRAE/UMR Agroécologie
pôle LEGae,178541,161851,Recherche Data Gouv/Data INRAE/UMR Agroécologie/pôle LEGae
pôle MICSOL,178542,161851,Recherche Data Gouv/Data INRAE/UMR Agroécologie/pôle MICSOL
RMQS Microbiological Data,178983,178542,Recherche Data Gouv/Data INRAE/UMR Agroécologie/pôle MICSOL/RMQS Microbiological Data
FONCTIOMIC,346562,178542,Recherche Data Gouv/Data INRAE/UMR Agroécologie/pôle MICSOL/FONCTIOMIC
Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils.,347400,346562,Recherche Data Gouv/Data INRAE/UMR Agroécologie/pôle MICSOL/FONCTIOMIC/Metagenomics reveals contrasted responses of microbial communities to wheat straw amendment in cropland and grassland soils.
DPA3P,430242,161851,Recherche Data Gouv/Data INRAE/UMR Agroécologie/DPA3P
Agrowise,430249,430242,Recherche Data Gouv/Data INRAE/UMR Agroécologie/DPA3P/Agrowise
UR QUAPA,164988,123960,Recherche Data Gouv/Data INRAE/UR QUAPA
Imagerie et Transferts,164989,164988,Recherche Data Gouv/Data INRAE/UR QUAPA/Imagerie et Transferts
Microcontaminants Arômes et Sciences Séparatives,164990,164988,Recherche Data Gouv/Data INRAE/UR QUAPA/Microcontaminants Arômes et Sciences Séparatives
Biochimie et Protéines du muscle,164991,164988,Recherche Data Gouv/Data INRAE/UR QUAPA/Biochimie et Protéines du muscle
GQE-Le Moulon,165248,123960,Recherche Data Gouv/Data INRAE/GQE-Le Moulon
"Maize dataset for diversity studies, genome wide association studies and genomic selection",167978,165248,"Recherche Data Gouv/Data INRAE/GQE-Le Moulon/Maize dataset for diversity studies, genome wide association studies and genomic selection"
SAMMCR,186017,167978,"Recherche Data Gouv/Data INRAE/GQE-Le Moulon/Maize dataset for diversity studies, genome wide association studies and genomic selection/SAMMCR"
Understanding and shedding light on evolutionary mecanisms,568626,165248,Recherche Data Gouv/Data INRAE/GQE-Le Moulon/Understanding and shedding light on evolutionary mecanisms
Understanding and predicting the genetic bases of interactions,568627,165248,Recherche Data Gouv/Data INRAE/GQE-Le Moulon/Understanding and predicting the genetic bases of interactions
Understanding and mobilizing cultivated diversity to provide solutions for agriculture and its actors,568628,165248,Recherche Data Gouv/Data INRAE/GQE-Le Moulon/Understanding and mobilizing cultivated diversity to provide solutions for agriculture and its actors
Lignin database,165249,123960,Recherche Data Gouv/Data INRAE/Lignin database
Lab-extracted lignins,166855,165249,Recherche Data Gouv/Data INRAE/Lignin database/Lab-extracted lignins
Organosolv lignins,166856,166855,Recherche Data Gouv/Data INRAE/Lignin database/Lab-extracted lignins/Organosolv lignins
Technical lignins,172597,165249,Recherche Data Gouv/Data INRAE/Lignin database/Technical lignins
Lignin-rich residues,172598,165249,Recherche Data Gouv/Data INRAE/Lignin database/Lignin-rich residues
Model lignins,172599,165249,Recherche Data Gouv/Data INRAE/Lignin database/Model lignins
Laboratoire Reproduction et Développement des Plantes,166056,123960,Recherche Data Gouv/Data INRAE/Laboratoire Reproduction et Développement des Plantes
"Heterogeneous identity, stiffness and growth characterise the shoot apex of Arabidopsis stem cell mutants",193058,166056,"Recherche Data Gouv/Data INRAE/Laboratoire Reproduction et Développement des Plantes/Heterogeneous identity, stiffness and growth characterise the shoot apex of Arabidopsis stem cell mutants"
Revisiting bract development and heterochronies at floral transition using natural variations in Arabidopsis thaliana,201181,166056,Recherche Data Gouv/Data INRAE/Laboratoire Reproduction et Développement des Plantes/Revisiting bract development and heterochronies at floral transition using natural variations in Arabidopsis thaliana
Sepal Morphology in 3D,285245,166056,Recherche Data Gouv/Data INRAE/Laboratoire Reproduction et Développement des Plantes/Sepal Morphology in 3D
EGFV,166916,123960,Recherche Data Gouv/Data INRAE/EGFV
Sarah Cookson Collection,167634,166916,Recherche Data Gouv/Data INRAE/EGFV/Sarah Cookson Collection
"Intact, wounded and grafted scions and rootstocks of grapevine",568981,167634,"Recherche Data Gouv/Data INRAE/EGFV/Sarah Cookson Collection/Intact, wounded and grafted scions and rootstocks of grapevine"
ANR MoBiDiv,172841,123960,Recherche Data Gouv/Data INRAE/ANR MoBiDiv
E-MUSE,176079,123960,Recherche Data Gouv/Data INRAE/E-MUSE
EcoStab,176122,176079,Recherche Data Gouv/Data INRAE/E-MUSE/EcoStab
ESR10 Project,176124,176079,Recherche Data Gouv/Data INRAE/E-MUSE/ESR10 Project
ESR10_Exp1,203526,176124,Recherche Data Gouv/Data INRAE/E-MUSE/ESR10 Project/ESR10_Exp1
ESR15 project,177344,176079,Recherche Data Gouv/Data INRAE/E-MUSE/ESR15 project
Cheese_Iron_Metabolism,178746,176079,Recherche Data Gouv/Data INRAE/E-MUSE/Cheese_Iron_Metabolism
BOA,176439,123960,Recherche Data Gouv/Data INRAE/BOA
UMR RECOVER,178271,123960,Recherche Data Gouv/Data INRAE/UMR RECOVER
ECODEV,183123,123960,Recherche Data Gouv/Data INRAE/ECODEV
IJPB for Plant Sciences Dataverse,183433,123960,Recherche Data Gouv/Data INRAE/IJPB for Plant Sciences Dataverse
DACE-DL dataverse,188836,123960,Recherche Data Gouv/Data INRAE/DACE-DL dataverse
Dataset pair profiling,188879,188836,Recherche Data Gouv/Data INRAE/DACE-DL dataverse/Dataset pair profiling
Institut des Sciences des Plantes de Montpellier,197204,123960,Recherche Data Gouv/Data INRAE/Institut des Sciences des Plantes de Montpellier
UMR SayFood,197224,123960,Recherche Data Gouv/Data INRAE/UMR SayFood
FRISE,199849,123960,Recherche Data Gouv/Data INRAE/FRISE
LIA REWACT,596615,199849,Recherche Data Gouv/Data INRAE/FRISE/LIA REWACT
EcoFreshChain ANR-20-CE21-0007,600157,199849,Recherche Data Gouv/Data INRAE/FRISE/EcoFreshChain ANR-20-CE21-0007
Humidification par fibres,614117,199849,Recherche Data Gouv/Data INRAE/FRISE/Humidification par fibres
Sciences du Bois,201391,123960,Recherche Data Gouv/Data INRAE/Sciences du Bois
WoodSun Collection,204023,201391,Recherche Data Gouv/Data INRAE/Sciences du Bois/WoodSun Collection
"UMR 1419 Nutrition, Métabolisme, Aquaculture (NuMéA)",201974,123960,"Recherche Data Gouv/Data INRAE/UMR 1419 Nutrition, Métabolisme, Aquaculture (NuMéA)"
Doctorat_Le-Garrec_S,286335,201974,"Recherche Data Gouv/Data INRAE/UMR 1419 Nutrition, Métabolisme, Aquaculture (NuMéA)/Doctorat_Le-Garrec_S"
MEAL Fish,330257,201974,"Recherche Data Gouv/Data INRAE/UMR 1419 Nutrition, Métabolisme, Aquaculture (NuMéA)/MEAL Fish"
Explore2,202158,123960,Recherche Data Gouv/Data INRAE/Explore2
