name,global_id,entrepot,parent,Date_Création,Date_Update,Mots_clés,Sujet,Auteurs,Publication,PersistentUrl
Plateforme systèmes de culture : SIC,doi:10.57745/KCN9YH,UMR Agronomie,inrae://10.57745/KCN9YH,2022-10-03T10:28:41Z,2024-04-17T08:51:08Z,"['système de culture', 'diagnostic agronomique', 'essai de longue durée', 'energie fossile', 'pesticides', 'gaz à effet de serre', 'propriétés du sol', 'culture']","['Earth and Environmental Sciences', 'Agricultural Sciences']",['Colnenne-David Caroline'],,https://doi.org/10.57745/KCN9YH
"ArtSymbioCyc, a metabolic network database collection dedicated to insect symbioses",doi:10.57745/IRQOEL,UMR BF2I,inrae://10.57745/IRQOEL,2024-04-19T10:29:38Z,2025-04-11T13:26:00Z,,"['Medicine, Health and Life Sciences', 'Computer and Information Science', 'Agricultural Sciences']","['Bâa-Puyoulet, Patrice', 'Gerlin, Leo', 'Parisot, Nicolas', 'Peignier, Sergio', 'Renoz, Francois', 'Calevro, Federica', 'Charles, Hubert']",,https://doi.org/10.57745/IRQOEL
Data set for the article: Lipid droplets support Enterococcus faecalis intracellular multiplication in hepatocytes,doi:10.57745/KBUOIY,Data INRAE,inrae://10.57745/KBUOIY,2024-12-12T13:04:28Z,2024-12-18T09:20:38Z,"['intracellular bacteria', 'lipid droplets', 'hepatocyte', 'Enterococcus faecalis']","['Medicine, Health and Life Sciences']","['Archambaud, Cristel', 'Lecomte Alexandre', 'Aurelie Derré-Bobillot', 'Sylviane Furlan', 'Nicolas Trainel', 'Anne-Marie Cassard', 'Pascale Serror']",,https://doi.org/10.57745/KBUOIY
"Replication dataset for ""A comprehensive review and benchmark of differential analysis tools for Hi-C data""",doi:10.57745/LR0W9R,Omics,inrae://10.57745/LR0W9R,2024-09-04T14:31:21Z,2025-01-22T08:03:46Z,"['chromatin', 'differential analysis', 'high-throughput sequencing']","['Medicine, Health and Life Sciences', 'Mathematical Sciences']","['Vialaneix, Nathalie']","['Original sequencing data are <a href=""https://www.encodeproject.org/"" target=""_blank"" rel=""nofollow"">ENCODE</a> data from a Hi-C experiment performed on a human colon sample (experiment accession: ENCSR295BDK). Raw interaction counts of the six Hi-C matrices were directly downloaded from the GEO platform using the accession ID GSE168251 from <a href=""https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168251"" rel=""nofollow"" target=""_blank"">NCBI</a>.']",https://doi.org/10.57745/LR0W9R
T2 relaxation time raw data of water-imbibed Arabidopsis seeds - dataset 2,doi:10.15454/EYABB2,Experimental - Observation - Simulation,inrae://10.15454/EYABB2,2020-05-05T09:06:04Z,2023-09-20T13:05:21Z,"['TD-NMR', 'mucilage']",['Earth and Environmental Sciences'],"['Rondeau-Mouro, Corinne', 'Cambert, Mireille', 'Esling, Stéphanie', 'Sallé, Christine', 'North, Helen M.']",,https://doi.org/10.15454/EYABB2
A stochastic process modelling of phyllochron : script and experimental data from the ITEMAIZE project,doi:10.15454/CUEHO6,Data INRAE,inrae://10.15454/CUEHO6,2021-01-11T12:18:36Z,2023-02-14T15:48:32Z,,['Agricultural Sciences'],"['Plancade, Sandra']",,https://doi.org/10.15454/CUEHO6
Hydrological projections (1985-2100) of the Albarine DRN (France),doi:10.57745/OJ2GO2,DRYvER-WP1 Hydrological modelling catchment scale Europe,inrae://10.57745/OJ2GO2,2025-02-14T18:16:31Z,2025-04-01T17:30:36Z,"['hydrological intermittence', 'climate change', 'hydrological simulations']",['Earth and Environmental Sciences'],"['Mimeau, Louise', 'Künne, Annika', 'Devers, Alexandre', 'Branger, Flora', 'Kralisch, Sven', 'Lauvernet, Claire', 'Vidal, Jean-Philippe']",,https://doi.org/10.57745/OJ2GO2
Replication Data for: Pressure-induced formation of cubic lutetium hydrides derived from trigonal LuH3,doi:10.57745/GSGC4B,CNRS Research Data,cnrs://10.57745/GSGC4B,2024-01-08T15:39:33Z,2024-01-11T09:04:11Z,"['superconductivity', 'charge-density wave', 'high pressure']",['Physics'],"['MEASSON, Marie-Aude']",,https://doi.org/10.57745/GSGC4B
"Replication data for : High-Fidelity Simulation of Turbulent Mixed Convection in Pipe Flow (Re=5300, Pr=0.71, Ri <= 0.964)",doi:10.57745/BGAE4L,French Fluid Dynamics Database,cnrs://10.57745/BGAE4L,2024-09-13T06:39:31Z,2024-10-28T10:42:03Z,"['turbulence', 'turbulent pipe flow', 'forced convection', 'buoyancy']","['Earth and Environmental Sciences', 'Engineering', 'Physics']","['Vicente Cruz, Rodrigo', 'Flageul, Cedric', 'Lamballais, Éric', 'Duffal, Vladimir', 'Le Coupanec, Erwan', 'Benhamadouche, Sofiane']",,https://doi.org/10.57745/BGAE4L
Hydrological projections (1985-2100) of the Genal DRN (Spain),doi:10.57745/U6UZJP,DRYvER-WP1 Hydrological modelling catchment scale Europe,inrae://10.57745/U6UZJP,2025-02-14T18:22:43Z,2025-04-01T17:30:58Z,"['hydrological intermittence', 'hydrological simulations', 'climate change']",['Earth and Environmental Sciences'],"['Mimeau, Louise', 'Künne, Annika', 'Devers, Alexandre', 'Branger, Flora', 'Kralisch, Sven', 'Lauvernet, Claire', 'Vidal, Jean-Philippe']",,https://doi.org/10.57745/U6UZJP
Hydrological projections (1985-2100) of the Bükkösdi DRN (Hungary),doi:10.57745/BLQKZW,DRYvER-WP1 Hydrological modelling catchment scale Europe,inrae://10.57745/BLQKZW,2025-02-14T18:19:04Z,2025-04-01T17:03:21Z,"['hydrological intermittence', 'hydrological simulations', 'climate change']",['Earth and Environmental Sciences'],"['Mimeau, Louise', 'Künne, Annika', 'Devers, Alexandre', 'Branger, Flora', 'Kralisch, Sven', 'Lauvernet, Claire', 'Vidal, Jean-Philippe']",,https://doi.org/10.57745/BLQKZW
Hydrological projections (1985-2100) of the Butiznica DRN (Croatia),doi:10.57745/BUPQQF,DRYvER-WP1 Hydrological modelling catchment scale Europe,inrae://10.57745/BUPQQF,2025-02-14T18:20:55Z,2025-04-01T17:30:49Z,"['hydrological intermittence', 'hydrological simulations', 'climate change']",['Earth and Environmental Sciences'],"['Mimeau, Louise', 'Künne, Annika', 'Devers, Alexandre', 'Branger, Flora', 'Kralisch, Sven', 'Lauvernet, Claire', 'Vidal, Jean-Philippe']",,https://doi.org/10.57745/BUPQQF
Hydrological projections (1985-2100) of the Lepsämänjoki DRN (Finland),doi:10.57745/BLASN0,DRYvER-WP1 Hydrological modelling catchment scale Europe,inrae://10.57745/BLASN0,2025-02-14T18:24:28Z,2025-04-01T17:30:53Z,"['hydrological intermittence', 'hydrological simulations', 'climate change']",['Earth and Environmental Sciences'],"['Mimeau, Louise', 'Künne, Annika', 'Devers, Alexandre', 'Branger, Flora', 'Kralisch, Sven', 'Lauvernet, Claire', 'Vidal, Jean-Philippe']",,https://doi.org/10.57745/BLASN0
Hydrological projections (1985-2100) of the Velicka DRN (Czechia),doi:10.57745/NMR6AX,DRYvER-WP1 Hydrological modelling catchment scale Europe,inrae://10.57745/NMR6AX,2025-02-14T18:26:27Z,2025-04-01T17:03:23Z,"['hydrological intermittence', 'hydrological simulations', 'climate change']",['Earth and Environmental Sciences'],"['Mimeau, Louise', 'Künne, Annika', 'Devers, Alexandre', 'Branger, Flora', 'Kralisch, Sven', 'Lauvernet, Claire', 'Vidal, Jean-Philippe']",,https://doi.org/10.57745/NMR6AX
Untargeted lipidomic analyses on seeds of two Camelina sativa genotypes cultivated for five consecutive years,doi:10.15454/ODKCCS,Data INRAE,inrae://10.15454/ODKCCS,2021-07-01T13:30:26Z,2022-07-26T15:20:09Z,,['Agricultural Sciences'],"['Totozafy, Jean Chrisologue', 'Boutet, Stephanie', 'Perreau, François', 'Mouille, Grégory', 'Lepiniec, Loïc', 'Corso, Massimiliano']",,https://doi.org/10.15454/ODKCCS
Scripts and data of the genetic analysis of Syrah x Grenache progeny,doi:10.15454/NOUQY2,Data INRAE,inrae://10.15454/NOUQY2,2020-10-05T12:33:10Z,2021-06-09T12:53:16Z,"['grapevine', 'simulation', 'genomic prediction', 'QTL detection']","['Medicine, Health and Life Sciences', 'Computer and Information Science', 'Agricultural Sciences']","['Brault, Charlotte', 'Flutre, Timothée', 'Doligez, Agnès']",,https://doi.org/10.15454/NOUQY2
Experimental data on the interaction between a water spray and a moving layer of hot smoke,doi:10.12763/U1JZNG,LEMTA,univ-lorraine://10.12763/U1JZNG,2024-11-05T15:24:28Z,2024-11-18T16:10:12Z,"['smoke propagation', 'water spray', 'cooling effect', 'model scale tests']","['Engineering', 'Physics']","['Collin, Anthony', 'Hardy, Louis', 'Suzanne, Mathieu', 'Erez, Giacomo', 'Mehaddi, Rabah,', 'Boulet, Pascal']",,https://doi.org/10.12763/U1JZNG
Datasets and scripts about interactive effects of functional traits and site properties on tree growth,doi:10.57745/3OIGHB,Data INRAE,inrae://10.57745/3OIGHB,2023-11-26T11:05:38Z,2025-01-02T10:33:34Z,"['tree growth', 'functional trait']",['Earth and Environmental Sciences'],"['Augusto, Laurent']",,https://doi.org/10.57745/3OIGHB
Quantitative sodium MRI in carrots,doi:10.57745/EOAKKA,AgroResonance ,inrae://10.57745/EOAKKA,2025-02-26T15:38:56Z,2025-04-22T10:27:11Z,"['MRI (magnetic resonance imaging)', 'food', 'sodium chloride', 'quantitative MRI', 'Salt content', 'Sodium']","['Chemistry', 'Engineering', 'Medicine, Health and Life Sciences', 'Physics', 'Agricultural Sciences']","['Clerjon, Sylvie']",,https://doi.org/10.57745/EOAKKA
"Data from ""Protein structure in model infant milk formulas impacts their kinetics of hydrolysis under in vitro dynamic digestion""",doi:10.15454/6OTI1M,Omics,inrae://10.15454/6OTI1M,2021-10-15T14:59:03Z,2023-04-07T11:38:08Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Jardin, Julien']",,https://doi.org/10.15454/6OTI1M
Dataset for MetaGWAS analysis of tomato fruit quality,doi:10.15454/TWFDYW,Omics,inrae://10.15454/TWFDYW,2018-10-31T08:56:37Z,2021-06-22T11:56:28Z,"['tomato, GWAS, meta-analysis, fruit quality']","['Medicine, Health and Life Sciences']","['Causse, Mathilde', 'Zhao, JianTao']",,https://doi.org/10.15454/TWFDYW
A specifically designed synbiotic reduces uremic toxin generation and improves kidney function,doi:10.57745/Q9L6ZH,Espace Générique,espace-generique://10.57745/Q9L6ZH,2024-12-05T09:43:02Z,2024-12-11T09:15:08Z,"['Metagenomics', 'Intestinal Microbiome', 'Kidney Diseases', 'Synbiotics']","['Medicine, Health and Life Sciences']","['KOPPE, LAETITIA', 'BEAU, Alice']",,https://doi.org/10.57745/Q9L6ZH
Données des capteurs CENSE,doi:10.57745/XWDCT4,CENSE,univ-gustave-eiffel://10.57745/XWDCT4,2023-01-31T09:59:22Z,2025-04-16T11:03:15Z,['Bruit acoustique'],['Earth and Environmental Sciences'],"['PICAUT, Judicaël']",,https://doi.org/10.57745/XWDCT4
Gut Microbiome of Iranian Patients with Nonalcoholic Fatty Liver Disease and Nonalcoholic Steatohepatitis,doi:10.57745/MYY4DU,Omics,inrae://10.57745/MYY4DU,2023-05-09T15:49:31Z,2023-05-09T15:50:15Z,['gut microbiota'],"['Medicine, Health and Life Sciences']","['Gerard, Philippe']",,https://doi.org/10.57745/MYY4DU
Residence Time Distribution - kiln 2 - beech chips,doi:10.57745/0BYMZL,Experiments in kilns,inrae://10.57745/0BYMZL,2023-02-25T20:36:36Z,2023-03-24T05:11:41Z,"['rotary kiln', 'residence time distribution', 'nonspherical particles']",['Engineering'],"['BONGO NJENG, Alex Stéphane', 'VITU, Stéphane', 'CLAUSSE, Marc', 'DIRION, Jean-Louis', 'DEBACQ, Marie']",,https://doi.org/10.57745/0BYMZL
Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : R Charente,doi:10.57745/XISERD,Explore2 - Fiches synthèses,inrae://10.57745/XISERD,2024-11-30T17:39:49Z,2024-12-03T17:51:49Z,"['fiche incertitudes', 'synthèse graphique', 'incertitudes', 'modélisation hydrologique', 'changement climatique', 'adaptation au changement climatique', 'atténuation du changement climatique']",['Earth and Environmental Sciences'],"['Évin, Guillaume']",,https://doi.org/10.57745/XISERD
Microprung 16S,doi:10.15454/15RXTU,Microprung,inrae://10.15454/15RXTU,2021-06-22T08:53:55Z,2021-06-23T09:37:26Z,,"['Medicine, Health and Life Sciences']","['Boudry, Gaëlle', 'Arnaud, Alexis']",,https://doi.org/10.15454/15RXTU
"Replication data for ""Revealing microbial consortia that interfere with grapevine downy mildew through microbiome epidemiology""",doi:10.57745/XNEH5O,Data INRAE,inrae://10.57745/XNEH5O,2024-09-24T08:50:57Z,2024-09-24T09:50:52Z,,['Agricultural Sciences'],"['PaolaFOURNIER', 'Lucile, PELLAN', 'Aarti JASWA', 'Marine CAMBON', 'Alexandre CHATAIGNER', 'Olivier BONNARD', 'Marc RAYNAL', 'Christian DEBORD', 'Charlotte POEYDEBAT', 'Simon LABARTHE', 'François DELMOTTE', 'Patrice THIS', 'Corinne VACHER']",,https://doi.org/10.57745/XNEH5O
Identifying Choice Correspondences,doi:10.57745/4HLGU2,Data Paris 8,univ-paris8://10.57745/4HLGU2,2024-08-22T10:04:58Z,2024-09-11T12:56:26Z,,['Social Sciences'],"['Bouacida, Elias']",,https://doi.org/10.57745/4HLGU2
Dataset for genetic and transcriptome variation of ovary tomato response to heat stress,doi:10.15454/CYGFQB,GAFL,inrae://10.15454/CYGFQB,2020-07-30T14:37:25Z,2023-10-10T13:10:48Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Causse, Mathilde']",,https://doi.org/10.15454/CYGFQB
Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : Q Adour,doi:10.57745/XQQNVX,Explore2 - Fiches synthèses,inrae://10.57745/XQQNVX,2024-06-25T23:08:25Z,2025-04-24T20:04:00Z,"['fiche résultat', 'synthèse graphique', 'modélisation hydrologique', 'changement climatique', 'adaptation au changement climatique', 'atténuation du changement climatique']",['Earth and Environmental Sciences'],"['Héraut, Louis', 'Vidal, Jean-Philippe', 'Évin, Guillaume', 'Sauquet, Éric']",,https://doi.org/10.57745/XQQNVX
Analyse_2_filter_bamTobed,doi:10.57745/LVDYRC,AMETHYSTE,inrae://10.57745/LVDYRC,2023-05-31T13:45:25Z,2023-06-20T08:52:16Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Lallias, Delphine']",,https://doi.org/10.57745/LVDYRC
Analyse_1_mapping,doi:10.57745/R7TS9S,AMETHYSTE,inrae://10.57745/R7TS9S,2023-05-31T13:24:14Z,2023-06-20T08:51:32Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Lallias, Delphine']",,https://doi.org/10.57745/R7TS9S
Genomic prediction between half-diallel and diversity panel populations in grapevine - phenotypic data and R scripts,doi:10.15454/PNQQUQ,Data INRAE,inrae://10.15454/PNQQUQ,2021-07-08T09:18:47Z,2023-10-27T22:11:06Z,,['Agricultural Sciences'],"['Brault, Charlotte', 'Segura, Vincent', 'This, Patrice', 'Le Cunff, Loïc', 'Flutre, Timothée', 'François, Pierre', 'Pons, Thierry', 'Péros, Jean-Pierre', 'Doligez, Agnès']",,https://doi.org/10.15454/PNQQUQ
Dataset of a laboratory experiment on shallow mixing layers over smooth bed in a tilted open channel,doi:10.57745/EQURJN,Experimental - Observation - Simulation,inrae://10.57745/EQURJN,2022-07-25T07:22:19Z,2024-11-25T09:14:05Z,"['Fluid Mechanics', 'Hydraulics']","['Earth and Environmental Sciences', 'Physics']","['PROUST, SEBASTIEN', 'BERNI, CELINE', 'NIKORA, VLADIMIR']",,https://doi.org/10.57745/EQURJN
Residence Time Distribution - kiln 1 - sand,doi:10.57745/RF63PI,Experiments in kilns,inrae://10.57745/RF63PI,2023-02-25T20:13:05Z,2023-03-23T10:48:11Z,"['rotary kiln', 'residence time distribution', 'particles']",['Engineering'],"['BONGO NJENG, Alex Stéphane', 'VITU, Stéphane', 'CLAUSSE, Marc', 'DIRION, Jean-Louis', 'DEBACQ, Marie']",,https://doi.org/10.57745/RF63PI
R scripts and datas for the analysis of Lepidoptera feeding bioassays,doi:10.15454/CRIUDY,CORNPESTS,inrae://10.15454/CRIUDY,2020-08-05T14:18:13Z,2020-08-07T09:35:38Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Sanane, Inoussa', 'Dillmann, Christine', 'Legrand, Judith', 'Marion-Poll, Frédéric']",,https://doi.org/10.15454/CRIUDY
TE polymorphisms detection and analysis,doi:10.15454/EWJCT8,Transposons mobility in M. incognita,inrae://10.15454/EWJCT8,2020-04-30T07:35:18Z,2021-05-27T08:12:16Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences']","['Kozlowski, Djampa']",,https://doi.org/10.15454/EWJCT8
Residence Time Distribution - kiln 1 - crozets,doi:10.57745/A0KSMH,Experiments in kilns,inrae://10.57745/A0KSMH,2023-02-22T14:24:57Z,2023-03-16T12:12:31Z,"['rotary kiln', 'residence time distribution', 'nonspherical particles']",['Engineering'],"['LACHIN, Kevin', 'DOCHE, Aka', 'VITU, Stéphane', 'DEBACQ, Marie']",,https://doi.org/10.57745/A0KSMH
Raw data for Oleic Acid and Palmitic Acid from Bacteroides thetaiotaomi-cron and Lactobacillus johnsonii Exhibit Anti-Inflammatory and Antifungal Properties,doi:10.57745/SRVCZK,Unité de Glycobiologie Structurale et Fonctionnelle (UGSF) - UMR 8576,univ-lille://10.57745/SRVCZK,2022-09-05T10:34:00Z,2024-07-02T12:51:13Z,['data analysis'],"['Medicine, Health and Life Sciences']","['Jawhara, Samir']",,https://doi.org/10.57745/SRVCZK
Impacts of Raindrops Increase Particle Sedimentation in a Sheet Flow,doi:10.15454/DGSNRG,Data INRAE,inrae://10.15454/DGSNRG,2021-12-23T10:16:36Z,2021-12-23T10:34:07Z,"['Soil', 'Erosion', 'Sheet flow', 'Sedimentation', 'Raindrop']",['Earth and Environmental Sciences'],"['Nouhou-Bako, Amina', 'Cottenot, Lionel', 'Courtemanche, Pierre', 'Lucas, Carine', 'James, François', 'Darboux, Frédéric']",,https://doi.org/10.15454/DGSNRG
"Maize leaf palatability to European Corn-borer : Data, statistical analyses and meta-analyses",doi:10.57745/RBNURJ,CORNPESTS,inrae://10.57745/RBNURJ,2023-05-23T12:19:31Z,2023-06-11T13:01:24Z,,['Agricultural Sciences'],"['SANANE, Inooussa', 'DILLMANN, Christine', 'LEGRAND, Judith']",['This dataset uses data produced in https://doi.org/10.1105/tpc.16.00613'],https://doi.org/10.57745/RBNURJ
Source_files,doi:10.57745/RCTOQM,Data INRAE,inrae://10.57745/RCTOQM,2022-11-07T08:12:57Z,2022-11-25T13:48:55Z,"['transposable elements, wheat, intergenic regions, collinear genes']","['Computer and Information Science', 'Agricultural Sciences']","['Papon, Nathan']",,https://doi.org/10.57745/RCTOQM
Tailoring the Pore Structure of Iron Oxide Core@Stellate Mesoporous Silica Shell Nanocomposites: Effects on MRI and Magnetic Hyperthermia Properties and Applicability to Anti-Cancer Therapies,doi:10.57745/SVCWSI,Chemical Engineering of Functional Nanomaterials - CEFUN,univ-strasbourg://10.57745/SVCWSI,2024-07-05T12:55:50Z,2024-11-04T17:50:48Z,"['Mesoporous silica', 'Iron oxide nanocomposites', 'Magnetic hyperthermia', 'Photothermia', 'controlled growth of silica shell']","['Chemistry', 'Physics']","['MERTZ, Damien']",,https://doi.org/10.57745/SVCWSI
Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : Q Adour,doi:10.57745/JEY53I,Explore2 - Fiches synthèses,inrae://10.57745/JEY53I,2024-11-30T17:17:00Z,2024-12-09T15:40:35Z,"['fiche incertitudes', 'synthèse graphique', 'incertitudes', 'modélisation hydrologique', 'changement climatique', 'adaptation au changement climatique', 'atténuation du changement climatique']",['Earth and Environmental Sciences'],"['Évin, Guillaume']",,https://doi.org/10.57745/JEY53I
Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : E Fleuves côtiers de l'Artois-Picardie,doi:10.57745/FO96MU,Explore2 - Fiches synthèses,inrae://10.57745/FO96MU,2024-11-30T17:57:24Z,2024-12-03T17:50:02Z,"['fiche incertitudes', 'synthèse graphique', 'incertitudes', 'modélisation hydrologique', 'changement climatique', 'adaptation au changement climatique', 'atténuation du changement climatique']",['Earth and Environmental Sciences'],"['Évin, Guillaume']",,https://doi.org/10.57745/FO96MU
Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : I Fleuves côtiers bas normands,doi:10.57745/NLYGEP,Explore2 - Fiches synthèses,inrae://10.57745/NLYGEP,2024-06-25T22:48:40Z,2025-04-24T19:57:14Z,"['fiche résultat', 'synthèse graphique', 'modélisation hydrologique', 'changement climatique', 'adaptation au changement climatique', 'atténuation du changement climatique']",['Earth and Environmental Sciences'],"['Héraut, Louis', 'Vidal, Jean-Philippe', 'Évin, Guillaume', 'Sauquet, Éric']",,https://doi.org/10.57745/NLYGEP
Life cycle inventories and Unit processes of active spring frost protection methods applied in Loire Valley and Champagne regions,doi:10.57745/RLG4DS,GRAPPE,data-groupe-esa://10.57745/RLG4DS,2024-11-27T10:16:02Z,2025-01-23T12:36:36Z,"['Life Cycle Assessment', 'Arboriculture', 'Climate change', 'Frost', 'Viticulture']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['BAILLET, Vincent', 'PAYEN, Antoine', 'NAVIAUX, Pierre', 'PAUTHIER, Basile', 'CHASSAING, Thomas', 'RENAUD-GENTIÉ, Christel']",,https://doi.org/10.57745/RLG4DS
Foliar fungal and bacterial communities of tree species in French Guiana.,doi:10.57745/ZEERRI,Biogeco Dataverse,inrae://10.57745/ZEERRI,2022-09-15T12:00:08Z,2023-01-16T10:24:37Z,"['Metabarcoding, Fungal communities, Bacterial communities, forest trees, 16S, ITS, QIIME2, DADA2']",['Earth and Environmental Sciences'],"['Lesur Kupin, Isabelle', 'Vacher, Corinne', 'Schimann, Heidy']",,https://doi.org/10.57745/ZEERRI
Simulations hydrologiques Explore2 du débit pour l'ensemble des modèles hydrologiques sous la réanalyse SAFRAN,doi:10.57745/JJHUBP,Explore2 - Projections hydrologiques,inrae://10.57745/JJHUBP,2025-04-07T14:40:40Z,2025-04-07T14:56:27Z,"['hydrology', 'hydrological model', 'hydrological simulation', 'climate change impacts']",['Earth and Environmental Sciences'],"['Sauquet, Éric', 'Guillaume, Evin', 'Sonia, Siauve', 'Ryma, Aissat', 'Patrick, Arnaud', 'Maud, Bérel', 'Jérémie, Bonneau', 'Flora, Branger', 'Yvan, Caballero', 'François, Colléoni', 'Agnès, Ducharne', 'Joël, Gailhard', 'Pierre-André, Garambois', 'Florence, Habets', 'Frédéric, Hendrickx', 'Louis, Héraut', 'Benoît, Hingray', 'Peng, Huang', 'Tristan, Jaouen', 'Alexis, Jeantet', 'Sandra, Lanini', 'Matthieu, Le Lay', 'Claire, Magand', 'Louise, Mimeau', 'Céline, Monteil', 'Simon, Munier', 'Charles, Perrin', 'Olivier, Robelin', 'Fabienne, Rousset', 'Jean-Michel, Soubeyroux', 'Laurent, Strohmenger', 'Guillaume, Thirel', 'Flore, Tocquer', 'Yves, Tramblay', 'Jean-Pierre, Vergnes', 'Jean-Philippe, Vidal']",,https://doi.org/10.57745/JJHUBP
"GestCO2, heat, carbon and water budgets of a broiler batch (ROSS 308): observations and associated modelling equations",doi:10.15454/FQO7VA,Data INRAE,inrae://10.15454/FQO7VA,2019-03-20T06:03:52Z,2024-12-13T07:17:59Z,,"['Earth and Environmental Sciences', 'Engineering', 'Agricultural Sciences']","['Robin, Paul', 'Chetouane, Wejden', 'Amand, Gérard', 'Keïta, Alassane', 'Tavares, Manuel', 'Nicolas, Christian', 'Créach, Pauline', 'Prigent, Jean-Philippe', 'Pigache, Elodie', ""M'Hamdi, Naceur"", 'Rousset, Nathalie']",,https://doi.org/10.15454/FQO7VA
Feed efficiency of lactating Holstein cows is less reproducible when changing dietary starch and fibre concentrations than within diet over subsequent lactation stages,doi:10.15454/FHRTWJ,Data INRAE,inrae://10.15454/FHRTWJ,2019-10-28T14:17:02Z,2022-02-21T15:25:56Z,['feed efficiency'],['Agricultural Sciences'],"['Fischer, Amelie', 'Gasnier, Philippe', 'Faverdin, Philippe']",,https://doi.org/10.15454/FHRTWJ
"Replication Data for ""Large-scale multivariate dataset on the characterization of microbiota diversity, microbial growth dynamics, metabolic spoilage volatilome and sensorial profiles of two industrially produced meat products subjected to changes in lactate concentration and packaging atmosphere""",doi:10.15454/UDQLGE,Data INRAE,inrae://10.15454/UDQLGE,2020-02-04T15:15:59Z,2020-04-10T13:10:59Z,"['Meat Spoilage', 'Food Microbiota', 'Microbial Ecology', 'Metabolomic', 'Metagenetic']","['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Poirier, Simon', 'Martin Luong , Ngoc-Du', 'Anthoine, Valérie', 'Guillou, Sandrine', 'Membré, Jeanne-Marie', 'Moriceau, Nicolas', 'Rezé, Sandrine', 'Zagorec, Monique', 'Feurer, Carole', 'Frémaux, Sébastien', 'Jeuge, Sabine', 'Robieu, Emeline', 'Champomier-Vergès, Marie', 'Coeuret, Gwendoline', 'Cauchie, Emilie', 'Daube, Georges', 'Korsak, Nicolas', 'Coroller, Louis', 'Desriac, Noémie', 'Desmonts, Marie-Hélène', 'Gohier, Rodérick', 'Werner, Dalal', 'Loux, Valentin', 'Rué, Olivier', 'Dohollou, Marie-Hélène', 'Défosse, Tatiana', 'Chaillou, Stéphane']",,https://doi.org/10.15454/UDQLGE
Conifer exome capture data,doi:10.15454/R5VV8Z,Experimental - Observation - Simulation,inrae://10.15454/R5VV8Z,2019-11-12T15:06:36Z,2024-11-05T14:59:28Z,,['Earth and Environmental Sciences'],"['Scotti, Ivan']",,https://doi.org/10.15454/R5VV8Z
"Protective ability of oligosaccharides to preserve lactic acid bacteria (LAB) during freezing, freeze-drying and storage",doi:10.15454/DOLRJO,"Production, characterization and screening of oligosaccharides and protected cells",inrae://10.15454/DOLRJO,2020-12-01T13:55:58Z,2024-05-24T08:48:00Z,"['Lactic acid bacteria', 'oligosaccharides', 'protective effect', 'freezing', 'freeze-drying']","['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Cenard, Stéphanie', 'Passot, Stéphanie', 'Ghibaudo, Florencia', 'Girardeau, Amélie', 'Romano, Nelson', 'Gomez-Zavaglia, Andrea', 'Fonseca, Fernanda']",,https://doi.org/10.15454/DOLRJO
Microsatellite typing data for Labonne et al. 2020 - Genes special issue,doi:10.15454/NDFQJD,UMR ECOBIOP 1224 INRAE/UPPA Dataverse,inrae://10.15454/NDFQJD,2020-11-17T11:21:14Z,2020-12-06T15:28:19Z,"['local adaptation', 'genetic rescue', 'small population', 'mating success', 'expansion range', 'colonization front']",['Earth and Environmental Sciences'],"['Labonne, Jacques', 'Manicki, Aurélie', 'Tétillon, Marin']",,https://doi.org/10.15454/NDFQJD
Compilation of occurrence data for two psyllid species of the Cacopsylla pruni complex (Hemiptera: Psylloidea),doi:10.15454/VC9UR5,Data INRAE,inrae://10.15454/VC9UR5,2020-11-05T15:56:57Z,2021-05-18T21:28:32Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Sauvion, Nicolas']",,https://doi.org/10.15454/VC9UR5
Raw data and associated scripts of a study dedicated to forest biomass harvest and wood ash application,doi:10.15454/LCU6OZ,Data INRAE,inrae://10.15454/LCU6OZ,2021-03-18T11:12:55Z,2021-06-07T12:59:26Z,"['forest management', 'forest soil']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['Augusto, Laurent']",,https://doi.org/10.15454/LCU6OZ
